start,zk,zc
1622466000000,,
1622469600000,,
1622473200000,,
1622476800000,,
1622480400000,,
1622484000000,,
1622491200000,,
1622494800000,,
1622498400000,,
1622502000000,,
1622505600000,,
1622509200000,,
1622512800000,,
1622516400000,,
1622520000000,,
1622523600000,,
1622527200000,,
1622530800000,,-0.5872545057730452
1622534400000,,-0.6556892837825413
1622538000000,,-0.5818985766151685
1622541600000,,-0.7308893286205178
1622545200000,,-0.7599977609171031
1622548800000,,-0.9232148081923501
1622552400000,,-0.9807731040666268
1622556000000,,-0.7922445318929028
1622559600000,,-0.8087169711766873
1622563200000,,0.4227515696282036
1622566800000,,-0.5968741440810106
1622570400000,,-0.9384533867800168
1622574000000,,-0.6221196561336382
1622577600000,,-0.609818840382189
1622581200000,,-0.782404634181907
1622584800000,,-0.7211837724621779
1622588400000,,-0.9482265168279397
1622592000000,,-0.7817389203070633
1622595600000,,-1.0505739370279885
1622599200000,,-0.6758788620428021
1622602800000,,-0.8297262594376628
1622606400000,,-0.8421752292078954
1622610000000,,-0.9953065713812554
1622613600000,,-0.8577718843310049
1622617200000,,-0.8359367377512956
1622620800000,,-0.918320857554178
1622624400000,,-0.680699928025062
1622628000000,,-0.7980052407675043
1622631600000,,-0.662258512182193
1622635200000,,-0.6941980768649773
1622638800000,,-0.8813604771333943
1622642400000,,-0.5997600440586897
1622646000000,,-0.7303609745392791
1622649600000,,-0.8185062139624819
1622653200000,,-0.6409438323337097
1622656800000,,-0.6168301112678694
1622660400000,,-0.7023692027934412
1622664000000,,-0.5282648141694547
1622667600000,,-0.39218153616629553
1622671200000,,-0.6403505658546145
1622674800000,,-0.6797646682515655
1622678400000,,-0.5748975343213437
1622682000000,,-0.6460969792823354
1622685600000,,-0.8477103316913379
1622689200000,,-0.6316988711065228
1622692800000,-1.8761406479489922,-1.1123502777475247
1622696400000,-1.754288683483062,-0.5823861169723693
1622700000000,-1.780039980443418,-0.6716837618719207
1622703600000,-1.8333310161591365,-0.5742629885466337
1622707200000,-1.9324921291874522,-0.7910378731864778
1622710800000,-1.8724216866396695,-0.7116650897228158
1622714400000,-2.066676937100365,-0.5371054244513218
1622718000000,-1.9246912840649064,-0.53752868789338
1622721600000,-1.8396856867736207,0.038971304097190476
1622725200000,-1.7312837052066024,-0.7320384392121282
1622728800000,-1.7608320946529394,-0.5464088777451249
1622732400000,-1.663531354584535,-0.306865410955583
1622736000000,-1.7871324789527707,-0.4042238160514798
1622739600000,-1.7559886074751017,-0.5694941277988614
1622743200000,-1.528222068958846,-0.6443503477909428
1622746800000,-1.6322818269836468,-0.8861816262202282
1622750400000,-1.6586645153881203,-0.7266561925082591
1622754000000,-1.558805336878117,-0.6016948283913541
1622757600000,-1.6511189639993331,-0.6889932279073276
1622761200000,-1.820854403505308,-0.8754320643435265
1622764800000,-1.779590383799944,-0.7378682558131882
1622768400000,-1.4506473606550438,-0.5110888299048446
1622772000000,-1.3478053054402013,-0.29717471970459475
1622775600000,-1.363442993401686,-0.2085402036036149
1622779200000,-1.2953377343997197,-0.1925658924460283
1622782800000,-1.0038380889217013,-0.24508560519657938
1622786400000,-1.10846476930978,-0.6735256310516169
1622790000000,-1.1359808991315745,-0.6324406895197455
1622793600000,-1.0156247065223822,-0.3525804930791991
1622797200000,-1.2873275590087117,-0.7155317594889401
1622800800000,-1.1799398770388754,-0.5775031067253202
1622804400000,-1.3429828202624032,-0.6011176984039357
1622808000000,-1.4352023675612338,-0.5177750672000344
1622811600000,-1.3420604080748526,-0.2034444061649522
1622815200000,-1.2638864560323397,-0.28811887557798255
1622818800000,-1.2223475392904581,-0.04201592347894605
1622822400000,-1.405525681549963,-0.11679084029257952
1622826000000,-1.504215185326181,-0.13357866774114635
1622829600000,-1.685795091931715,-0.22111633325294627
1622833200000,-1.63444610926526,-0.17259195166812383
1622836800000,-1.6242847246700993,-0.3892565419711782
1622840400000,-1.7362433244144273,-0.26811276019977176
1622844000000,-1.7146893823481393,-0.07320861018917534
1622847600000,-1.7038364264959525,-0.3698793131346637
1622851200000,-1.8955795539190785,-0.67678504955013
1622854800000,-1.893339772913342,-0.3175133172368175
1622858400000,-1.9336369335899062,-0.3646621464317174
1622862000000,-1.9449483949909299,-0.22276961960969288
1622865600000,-1.925997247172678,-0.4694965913250677
1622869200000,-1.9464075625387358,-0.4643089279946977
1622872800000,-1.977934025078046,-0.6569346166146384
1622876400000,-1.938858939512804,-0.5870378564967276
1622880000000,-2.090244507350786,-0.500895422545206
1622883600000,-1.4571228264150986,-0.15218080070212192
1622887200000,-1.6564661668138305,-0.28384143630949354
1622890800000,-1.3887208811040697,-0.1837162142161576
1622894400000,-1.3771229399045448,-0.06642090640586423
1622898000000,-1.264553100668782,-0.4773888555716839
1622901600000,-1.184806298338565,-0.3820927623222735
1622905200000,-1.3670382862002453,-0.6081010091414181
1622908800000,-1.3134460601468472,-0.5404144892332479
1622912400000,-1.2627231601753544,-0.7626353101213543
1622916000000,-1.2481517060121603,-0.47356724290626534
1622919600000,-1.1088939502165596,-0.2707335761245925
1622923200000,-1.1855367392234868,-0.6344573604320254
1622926800000,-0.8283200385633367,-0.4343543460259842
1622930400000,-0.9620893054464317,-0.29885100038710793
1622934000000,-1.1175369205247052,-0.22008999783561883
1622937600000,-1.191896936000002,-0.17322343942400237
1622941200000,-1.3986574225850783,0.013165389344826504
1622944800000,-1.4196032443687898,-0.20470638185464163
1622948400000,-1.5467529728831209,-0.01613244493538147
1622952000000,-1.5503079535983115,-0.4011639803892354
1622955600000,-1.612210797141026,-0.31955351266239007
1622959200000,-1.4730247060390809,-0.449603589243355
1622962800000,-1.6229860648370404,-0.4150422548835666
1622966400000,-1.7457282191885664,-0.20197947859119006
1622970000000,-1.6144379909797277,-0.3059230786927184
1622973600000,-1.6243479880648524,-0.4983836839117042
1622977200000,-1.5838627503126417,-0.36503626898966574
1622980800000,-1.52092288597983,-0.47911818836895526
1622984400000,-1.4499168219749816,-0.523678279240531
1622988000000,-1.574435107241881,-0.4971377355508681
1622991600000,-1.592879181206921,-0.5930922883543083
1622995200000,-1.6288457350918304,-0.4862159822427008
1622998800000,-1.528336305074411,-0.6518564460143772
1623002400000,-1.4779605142039771,-0.6636728125526217
1623006000000,-1.3655692731982425,-0.4320737114473572
1623009600000,-1.4573970351119048,-0.8091821529095722
1623013200000,-1.477619728500168,-0.609144474096882
1623016800000,-1.3761086557511912,-0.7104306710823155
1623020400000,-1.499561526365139,-0.8604715504674179
1623024000000,-1.5753930535285798,-0.5098198941581308
1623027600000,-1.6293984638909644,-0.5073779968022125
1623031200000,-1.6765667341149773,-0.3531620616208657
1623034800000,-1.6839867549317888,-0.7453426520585913
1623038400000,-1.6686007726204424,-0.3394278183947451
1623042000000,-1.7179164920335612,-0.29438205648703414
1623045600000,-1.6084380434013084,-0.2973015802901926
1623049200000,-1.6530965265294348,-0.2746465051547051
1623052800000,-1.6483492519242091,-0.4383311530366337
1623056400000,-1.705174789425731,-0.045471198952777445
1623060000000,-1.708419611291653,-0.28529355682109503
1623063600000,-1.798397077652841,-0.42691664595812484
1623067200000,-1.8378871877753231,-0.130058383900107
1623070800000,-1.6118585261368565,-0.7333158324381387
1623074400000,-1.54637452041731,-0.6346969320856514
1623078000000,-1.5673221879120567,-0.5535134802894262
1623081600000,-1.445892599658896,-0.6838292856820524
1623085200000,-1.356141633328428,-0.6963440689297334
1623088800000,-1.2424550703583175,-0.5669392193178462
1623092400000,-1.2877367352880782,-0.5076926952824159
1623096000000,-0.9641652591775846,-0.35216129564978377
1623099600000,-1.0484454391639,-0.3778793076344251
1623103200000,-1.0870712257386956,-0.20901097489564702
1623106800000,-1.2906561539111023,-0.4334146558234371
1623110400000,-1.4606082012193684,-0.45955035164167846
1623114000000,-1.4410461530944976,-0.30173468990469415
1623117600000,-1.1702731922170349,-0.5045876784840483
1623121200000,-1.4474036959220105,-0.47200332660564615
1623124800000,-1.435732575797486,-0.04091949925703481
1623128400000,-1.5273326597634658,-0.09044246464912531
1623132000000,-1.4048575385680795,-0.134939775241108
1623135600000,-1.371646867829101,-0.5905034487255517
1623139200000,-1.4449389078132162,-0.2973290912299875
1623142800000,-1.260780075484368,-0.187599777463105
1623146400000,-1.390291510526628,-0.22608013591611695
1623150000000,-1.4431268431851385,0.0660580935584669
1623153600000,-1.3416863630727631,-0.19193045672975423
1623157200000,-1.436159978978287,-0.778581002756324
1623160800000,-1.277188498029898,-0.9602933502660725
1623164400000,-1.3176909273121566,-0.16889573097306093
1623168000000,-1.4014066450016571,-0.25026546220758256
1623171600000,-1.4658485677525268,0.0028728017475534717
1623175200000,-1.5407896290632026,0.5525076857577824
1623178800000,-1.5146523145882425,0.3576633106921724
1623182400000,-1.5265899777270135,0.22581446080051248
1623186000000,-1.5094824091081689,0.1590350519831222
1623189600000,-1.506798529603875,-0.05462453829914892
1623193200000,-1.5020737787938239,-0.21127816283761022
1623196800000,-1.8033685451079933,-0.10154377622182842
1623200400000,-1.8390733338738485,-0.3746581138897486
1623204000000,-1.8613308860538065,-0.3395961238944122
1623207600000,-1.8159069599548512,-0.0311171583429213
1623211200000,-1.8975351496706243,-0.24868866002131318
1623214800000,-1.9954439498499597,-0.1163201259105769
1623218400000,-1.7027876038559464,0.059120293417725754
1623222000000,-1.83661194148759,-0.2713615050971333
1623225600000,-1.777823721959391,-0.1963712486554392
1623229200000,-1.7830690953847623,-0.13324422955522697
1623232800000,-1.791015759703582,0.008061166504632847
1623236400000,-1.6302486257739885,0.13077393578131774
1623240000000,-1.8065157545705728,-0.014320764297125421
1623243600000,-1.6709970051638567,0.11900953357446734
1623247200000,-1.5672391201697327,-0.07677163373811208
1623250800000,-1.7079481029962857,-0.20338825567419916
1623254400000,-1.6523844100273593,0.07510487434140145
1623258000000,-1.7445518573763454,0.31255782115812397
1623261600000,-1.6800970870985443,-0.5059288664562671
1623265200000,-1.65937846832884,-0.1707919242878555
1623268800000,-1.5426172917877783,0.012604756889883578
1623272400000,-1.5623562608620283,-0.046653423650059166
1623276000000,-1.5513368616092307,-0.14880960030804286
1623279600000,-1.4949134047621775,-0.40549739504274873
1623283200000,-1.6321350969317316,-0.17910189606443672
1623286800000,-1.5330459920618884,-0.06308705327432716
1623290400000,-1.4922948132314588,-0.34000515659860364
1623294000000,-1.481802504044694,-0.19672009041246663
1623297600000,-1.5807415675161192,-0.38504990006366013
1623301200000,-1.5827478059960685,-0.589462863247773
1623304800000,-1.5164478619748127,-0.3905971622149691
1623308400000,-1.5006492498566977,-0.19959755078598923
1623312000000,-1.4204699442554736,-0.5283692511290939
1623315600000,-1.473515967749118,-0.5714087536671038
1623319200000,-1.5889700876661694,-0.5707707709917014
1623322800000,-1.4591759352660167,-0.16377222193363244
1623326400000,-1.316142543691165,-0.10943515906176236
1623330000000,-1.337868321282549,-0.2530840527422369
1623333600000,-1.398137810207126,-0.22008150199840673
1623337200000,-1.2596830125806167,-0.4242994760513038
1623340800000,-1.1503720244570899,-0.13138106140821437
1623344400000,-1.1196932784010296,0.1005633640068662
1623348000000,-1.1745338799465468,0.04660935145693085
1623351600000,-1.0168927625521667,-0.3674802696031348
1623355200000,-1.0395108721608206,-0.6035627993601462
1623358800000,-1.013373645590524,-0.3439878659591032
1623362400000,-0.9959061571000756,-0.2623102903414354
1623366000000,-1.0818942792044353,-0.44776119894606364
1623369600000,-0.9455728836827836,-0.32987404035763135
1623373200000,-0.9424103854828243,-0.2635678907787654
1623376800000,-1.0614068834397077,-0.6081631691119347
1623380400000,-1.1291566572352485,-0.17412326708571169
1623384000000,-1.1738691124543774,-0.5119956015182124
1623387600000,-1.1616970585869648,-0.60211838990236
1623391200000,-0.9736347149000273,-0.27994774793801447
1623394800000,-1.0051290419318721,-0.3911923441169578
1623398400000,-1.1383771300305594,-0.4998528894380607
1623402000000,-1.3034140346044993,-0.437482478804198
1623405600000,-1.3069724192325638,-0.207184430073483
1623409200000,-1.2657078023467228,-0.26069851453721776
1623412800000,-1.1307860031723063,-0.2058645950083141
1623416400000,-1.2431840200830233,-0.351335705782988
1623420000000,-1.0808064893682394,-0.7320746599944599
1623423600000,-1.1239574503611327,-0.5776455703413108
1623427200000,-0.9790255680058892,-0.36504322948492973
1623430800000,-1.0361416845847684,-0.4576040051497278
1623434400000,-1.019947250130034,-0.791692739458438
1623438000000,-1.0136034839018389,-0.5037019077367625
1623441600000,-0.934879783094805,-0.4158194410685188
1623445200000,-0.7808706243567926,-0.456871911065868
1623448800000,-0.8317184045044836,-0.6014299296377871
1623452400000,-0.8092214624548772,-0.40914703347798587
1623456000000,-0.9664051499432393,-0.46500870745349276
1623459600000,-1.0099632342929366,-0.1195129738326188
1623463200000,-1.0156834198129447,-0.5371472834221452
1623466800000,-0.9251009879248946,-0.18354326703273488
1623470400000,-0.9109585065198309,-0.5353639814433837
1623474000000,-0.8482765871393997,-0.5650145567798481
1623477600000,-0.8718943214802404,-0.5581980888883165
1623481200000,-0.8543185823416349,-0.3807499649724523
1623484800000,-0.8638374913532262,-0.3687627293015926
1623488400000,-0.8460466224603431,-0.33643757883845604
1623492000000,-0.9270894824409985,-0.30324031107063465
1623495600000,-0.8980208430939027,-0.06354712312905175
1623499200000,-0.9289417926235335,-0.17067302666906184
1623502800000,-0.9730760056716251,-0.14068415772592546
1623506400000,-0.9996694315682262,-0.3251896019669636
1623510000000,-0.9393230085193766,-0.41644886398431596
1623513600000,-0.9306623243316036,-0.4649343784524686
1623517200000,-0.9674492745645642,-0.43693710848504497
1623520800000,-0.983619781495672,0.0189003829929661
1623524400000,-1.0074811901156218,-0.31994721088965833
1623528000000,-0.9804981749481174,-0.24220348195566438
1623531600000,-0.9890234006648009,-0.6700128137526364
1623535200000,-0.9848361266765898,-0.358038350209038
1623538800000,-0.9029723100942585,-0.44050435430427876
1623542400000,-0.9454660629886185,-0.14166203283293116
1623546000000,-0.9786394910592524,-0.5116763339309145
1623549600000,-1.0387958396732362,-0.5028384296129409
1623553200000,-0.8287778594855759,-0.40225691450260825
1623556800000,-0.8896357780798616,-0.44851183815872764
1623560400000,-0.8617745820205887,-0.6656385591077882
1623564000000,-0.8883934633573995,-0.6621056082535577
1623567600000,-0.7391375954247223,-0.562843269968365
1623571200000,-0.87503098373757,-0.7324771532535067
1623574800000,-0.8310991013514708,-0.35229538853353914
1623578400000,-0.7955425708945343,-0.3271870146031113
1623582000000,-0.8947248611215524,-0.370398202280099
1623585600000,-0.8306451566106454,-0.36018770363667896
1623589200000,-0.8427236633402952,-0.15510622608216196
1623592800000,-0.7876451326386524,-0.18789807498446387
1623596400000,-0.824516364708612,-0.34460170006760804
1623600000000,-0.9295186624226635,-0.47398965922416636
1623603600000,-0.9475004837126928,0.1719072243362859
1623607200000,-1.0224217309884365,-0.33226309526896225
1623610800000,-1.025915266470455,-0.2360257133745885
1623614400000,-1.2572343275267648,-0.14514885730233024
1623618000000,-1.3547574327820073,-0.7400613817127418
1623621600000,-1.2667027537826958,-0.5153920428763844
1623625200000,-1.3286650004888907,-0.5538193859529044
1623628800000,-1.255458417166896,-0.35096616101913747
1623632400000,-1.2741250674742983,-0.4786665478670703
1623636000000,-1.3774390283285594,-0.5142322023968994
1623639600000,-1.3563361002228724,-0.5986270916359123
1623643200000,-1.4265046767599137,-0.3310066087996783
1623646800000,-1.3145178503232344,-0.21251540200102764
1623650400000,-1.395771621576962,-0.7166910975245431
1623654000000,-1.2941862429075255,-0.4578543525039837
1623657600000,-1.1719817454784802,-0.6153784857937655
1623661200000,-1.190144032869871,-0.7007735014536606
1623664800000,-1.2520925800448013,-0.38724987844966446
1623668400000,-1.2099242983400544,-0.6398244930243865
1623672000000,-1.1142598472450067,-0.5982450122728084
1623675600000,-1.2174446385533697,-0.3344387898302366
1623679200000,-1.1690601546660435,-0.3278049140509456
1623682800000,-1.2017830415850224,-0.5360432951263364
1623686400000,-1.2718345268600273,-0.301223604798031
1623690000000,-1.2219510296552407,-0.2041898474759583
1623693600000,-1.0842584702129288,-0.5466471652212561
1623697200000,-1.1254317652477335,-0.6494603601437176
1623700800000,-1.0811181815357018,-0.14179684323514308
1623704400000,-1.1511811421454126,-0.1786952844796914
1623708000000,-1.1890063987086696,-0.09656125031235045
1623711600000,-1.3555717219084282,-0.11292698853109476
1623715200000,-1.318562061317504,-0.23934832760110433
1623718800000,-1.404055374082668,-0.31840805360882546
1623722400000,-1.387813927094661,-0.2842052150091024
1623726000000,-1.3434056909565015,-0.11459781617964375
1623729600000,-1.3646947098167619,-0.23159841872014775
1623733200000,-1.3395621994676572,-0.31983783635369667
1623736800000,-1.2745152807175775,-0.3901508897714027
1623740400000,-1.3220177921314955,-0.2281079088107664
1623744000000,-1.2181037330944975,-0.4150180915533488
1623747600000,-1.283116013223569,-0.44941420708844737
1623751200000,-1.256288598773203,-0.5301228615296392
1623754800000,-1.1961888246591061,-0.6146385349105441
1623758400000,-1.1704596003371546,-0.4847505983153668
1623762000000,-1.1290803185248497,-0.5809957579300575
1623765600000,-1.0773530300919205,-0.7649074454273882
1623769200000,-1.0985340324127386,-0.7964329292286548
1623772800000,-1.1359079854799345,-0.3910926548273801
1623776400000,-1.2005072681285625,-0.6360989601150575
1623780000000,-1.1628065882159218,-0.6922133533498178
1623783600000,-1.0502648101689842,-0.5753962003127816
1623787200000,-1.0090097363101065,-0.4869091644783645
